Date and Time:,2015-05-06 05:45:51.541
Player:,null
 
Optimal Path,Actual Path
400.0,251.5
547.0,251.5
441.0,431.5
274.0,515.5
162.0,383.5
198.0,259.5
353.0,251.5
524.0,251.5
740.0,251.5
743.0,307.5
533.0,435.5
244.0,471.5
59.0,351.5
74.0,231.5
280.0,183.5
400.0,195.5
505.0,319.5
545.0,439.5
498.0,563.5
388.0,683.5
220.0,595.5
158.0,479.5
242.0,359.5
409.0,235.5
493.0,275.5
520.0,395.5
476.0,515.5
364.0,539.5
185.0,419.5
132.0,299.5
241.0,283.5
453.0,283.5
643.0,283.5
743.0,283.5
636.0,283.5
389.0,283.5
131.0,283.5
40.0,283.5
173.0,283.5
428.0,283.5
555.0,283.5
613.0,283.5
